"北上",141.1215,39.28162
"柳原",141.11128,39.29467
"江釣子",141.07634,39.29841
"藤根",141.04017,39.30101
"立川目",140.99766,39.30775
"横川目",140.97163,39.30914
"岩沢",140.93249,39.30115
"和賀仙人",140.91027,39.30805
"ゆだ錦秋湖",140.83457,39.29589
"ほっとゆだ",140.77539,39.31432
"ゆだ高原",140.73657,39.30081
"黒沢",140.6997,39.2762
"小松川",140.64556,39.29344
"平石",140.62838,39.29206
"相野々",140.61875,39.27812
"矢美津",140.59175,39.29168
"横手",140.56026,39.31146
